pre,post,weight
1_I_1_1,2_N_1_1,0.6
1_V_1_1,2_N_1_1,0.6
1_I_4_1,2_N_1_1,0.6
1_I_7_1,2_N_1_1,0.6
1_I_8_1,2_N_1_1,0.6
1_I_15_1,2_N_1_1,0.6
1_V_2_1,2_N_1_1,0.6
1_I_19_1,2_N_1_1,0.6
1_V_4_1,2_N_1_1,0.6
1_I_22_1,2_N_1_1,0.6
1_I_23_1,2_N_1_1,0.6
1_I_26_1,2_N_1_1,0.6
1_I_27_1,2_N_1_1,0.6
1_I_31_1,2_N_1_1,0.6
1_I_32_1,2_N_1_1,0.6
1_I_34_1,2_N_1_1,0.6
1_I_35_1,2_N_1_1,0.6
1_I_36_1,2_N_1_1,0.6
1_I_37_1,2_N_1_1,0.6
1_I_38_1,2_N_1_1,0.6
1_I_40_1,2_N_1_1,0.6
1_I_43_1,2_N_1_1,0.6
1_I_44_1,2_N_1_1,0.6
1_I_47_1,2_N_1_1,0.6
1_I_48_1,2_N_1_1,0.6
1_V_5_1,2_N_1_1,0.6
1_I_54_1,2_N_1_1,0.6
1_I_55_1,2_N_1_1,0.6
1_V_6_1,2_N_1_1,0.6
1_I_56_1,2_N_1_1,0.6
1_I_57_1,2_N_1_1,0.6
1_I_58_1,2_N_1_1,0.6
1_I_60_1,2_N_1_1,0.6
1_I_62_1,2_N_1_1,0.6
1_I_63_1,2_N_1_1,0.6
1_I_66_1,2_N_1_1,0.6
1_V_7_1,2_N_1_1,0.6
1_I_71_1,2_N_1_1,0.6
1_I_73_1,2_N_1_1,0.6
1_I_75_1,2_N_1_1,0.6
1_V_8_1,2_N_1_1,0.6
1_I_76_1,2_N_1_1,0.6
1_I_81_1,2_N_1_1,0.6
1_I_83_1,2_N_1_1,0.6
1_I_84_1,2_N_1_1,0.6
1_I_88_1,2_N_1_1,0.6
1_I_89_1,2_N_1_1,0.6
1_I_92_1,2_N_1_1,0.6
1_I_93_1,2_N_1_1,0.6
1_I_95_1,2_N_1_1,0.6
1_I_100_1,2_N_1_1,0.6
1_I_102_1,2_N_1_1,0.6
1_I_103_1,2_N_1_1,0.6
1_I_105_1,2_N_1_1,0.6
1_I_106_1,2_N_1_1,0.6
1_I_107_1,2_N_1_1,0.6
1_I_110_1,2_N_1_1,0.6
1_I_111_1,2_N_1_1,0.6
1_I_113_1,2_N_1_1,0.6
1_I_119_1,2_N_1_1,0.6
1_I_120_1,2_N_1_1,0.6
1_I_125_1,2_N_1_1,0.6
1_V_9_1,2_N_1_1,0.6
1_I_133_1,2_N_1_1,0.6
1_I_134_1,2_N_1_1,0.6
1_I_135_1,2_N_1_1,0.6
1_I_136_1,2_N_1_1,0.6
1_I_137_1,2_N_1_1,0.6
1_I_138_1,2_N_1_1,0.6
1_I_142_1,2_N_1_1,0.6
1_V_10_1,2_N_1_1,0.6
1_I_144_1,2_N_1_1,0.6
1_I_156_1,2_N_1_1,0.6
1_V_13_1,2_N_1_1,0.6
1_I_158_1,2_N_1_1,0.6
1_I_161_1,2_N_1_1,0.6
1_I_162_1,2_N_1_1,0.6
