pre,post,weight
1_I_1_1,3_N_1_1,3
1_V_1_1,3_N_1_1,3
1_I_2_1,3_N_1_1,3
1_V_1_1,3_N_1_1,3
1_I_3_1,3_N_1_1,3
1_V_1_1,3_N_1_1,3
3_N_1_1,3_N_2_69,26.83093809326269
1_I_1_1,3_N_2_69,3
1_V_1_1,3_N_2_69,3
3_N_1_1,3_N_2_71,26.83093809326269
1_I_3_1,3_N_2_71,3
1_V_1_1,3_N_2_71,3
3_N_1_1,3_N_2_81,26.83093809326269
1_I_2_1,3_N_2_81,3
1_V_1_1,3_N_2_81,3
3_N_2_69,3_N_3_71,19.483922210313743
3_N_1_1,3_N_3_71,9.870550511855043
1_I_1_1,3_N_3_71,3
1_V_1_1,3_N_3_71,3
3_N_2_71,3_N_3_73,19.483922210313743
3_N_1_1,3_N_3_73,9.870550511855043
1_I_3_1,3_N_3_73,3
1_V_1_1,3_N_3_73,3
3_N_2_81,3_N_3_80,19.483922210313743
3_N_1_1,3_N_3_80,9.870550511855043
1_I_2_1,3_N_3_80,3
1_V_1_1,3_N_3_80,3
3_N_3_71,3_N_4_73,21.393291922677292
3_N_2_69,3_N_4_73,7.870152277332055
3_N_1_1,3_N_4_73,3.9870173341318296
1_I_1_1,3_N_4_73,3
1_V_1_1,3_N_4_73,3
3_N_3_73,3_N_4_75,21.393291922677292
3_N_2_71,3_N_4_75,7.870152277332055
3_N_1_1,3_N_4_75,3.9870173341318296
1_I_3_1,3_N_4_75,3
1_V_1_1,3_N_4_75,3
3_N_3_80,3_N_4_81,21.393291922677292
3_N_2_81,3_N_4_81,7.870152277332055
3_N_1_1,3_N_4_81,3.9870173341318296
1_I_2_1,3_N_4_81,3
1_V_1_1,3_N_4_81,3
3_N_4_81,3_N_5_1,28.73667801815746
3_N_3_80,3_N_5_1,8.754392970613159
3_N_2_81,3_N_5_1,3.220561193824372
3_N_1_1,3_N_5_1,1.631535560295781
1_I_2_1,3_N_5_1,3
1_V_1_1,3_N_5_1,3
3_N_4_73,3_N_5_74,28.73667801815746
3_N_3_71,3_N_5_74,8.754392970613159
3_N_2_69,3_N_5_74,3.220561193824372
3_N_1_1,3_N_5_74,1.631535560295781
1_I_1_1,3_N_5_74,3
1_V_1_1,3_N_5_74,3
3_N_4_75,3_N_5_76,28.73667801815746
3_N_3_73,3_N_5_76,8.754392970613159
3_N_2_71,3_N_5_76,3.220561193824372
3_N_1_1,3_N_5_76,1.631535560295781
1_I_3_1,3_N_5_76,3
1_V_1_1,3_N_5_76,3
3_N_5_1,3_N_6_74,32.77026773781488
3_N_4_81,3_N_6_74,10.571633050443436
3_N_3_80,3_N_6_74,3.220561193824372
3_N_2_81,3_N_6_74,1.1847782522425432
1_I_2_1,3_N_6_74,3
1_V_1_1,3_N_6_74,3
