1_T_1_12,1_I_17_1,1,0,2
1_N_1_1,1_I_17_1,1,0,2
1_T_2_2,1_I_17_1,1,0,2
1_N_2_68,1_I_17_1,1,0,2
1_T_3_2,1_I_17_1,1,0,2
1_N_3_1,1_I_17_1,1,0,2
1_T_4_2,1_I_17_1,1,0,2
1_N_4_68,1_I_17_1,1,0,2
1_T_5_2,1_I_17_1,1,0,2
1_N_5_1,1_I_17_1,1,0,2
1_T_6_2,1_I_17_1,1,0,2
1_N_6_71,1_I_17_1,1,0,2
1_T_7_2,1_I_17_1,1,0,2
1_N_7_1,1_I_17_1,1,0,2
1_T_8_8,1_I_17_1,1,0,2
1_N_8_69,1_I_17_1,1,0,2
1_T_9_4,1_I_17_1,1,0,2
1_N_9_68,1_I_17_1,1,0,2
1_T_10_4,1_I_17_1,1,0,2
1_N_10_76,1_I_17_1,1,0,2
1_T_11_4,1_I_17_1,1,0,2
1_N_11_71,1_I_17_1,1,0,2
1_T_12_4,1_I_17_1,1,0,2
1_N_12_68,1_I_17_1,1,0,2
1_T_13_4,1_I_17_1,1,0,2
1_N_13_71,1_I_17_1,1,0,2
1_T_14_4,1_I_17_1,1,0,2
1_N_14_69,1_I_17_1,1,0,2
1_T_15_4,1_I_17_1,1,0,2
1_N_15_68,1_I_17_1,1,0,2
1_T_16_4,1_I_17_1,1,0,2
1_N_16_80,1_I_17_1,1,0,2
1_T_17_4,1_I_17_1,1,0,2
1_N_17_78,1_I_17_1,1,0,2
1_T_18_4,1_I_17_1,1,0,2
1_N_18_80,1_I_17_1,1,0,2
2_T_1_24,1_I_17_1,1,0,2
2_N_1_1,1_I_17_1,1,0,2
2_T_2_2,1_I_17_1,1,0,2
2_N_2_52,1_I_17_1,1,0,2
2_T_3_2,1_I_17_1,1,0,2
2_N_3_1,1_I_17_1,1,0,2
2_T_4_2,1_I_17_1,1,0,2
2_N_4_52,1_I_17_1,1,0,2
2_T_5_2,1_I_17_1,1,0,2
2_N_5_1,1_I_17_1,1,0,2
2_T_6_2,1_I_17_1,1,0,2
2_N_6_52,1_I_17_1,1,0,2
2_T_7_14,1_I_17_1,1,0,2
2_N_7_1,1_I_17_1,1,0,2
2_T_8_2,1_I_17_1,1,0,2
2_N_8_52,1_I_17_1,1,0,2
2_T_9_2,1_I_17_1,1,0,2
2_N_9_1,1_I_17_1,1,0,2
2_T_10_2,1_I_17_1,1,0,2
2_N_10_52,1_I_17_1,1,0,2
2_T_11_2,1_I_17_1,1,0,2
2_N_11_1,1_I_17_1,1,0,2
