1_T_1_4,1_I_1_1,1,0,2
1_N_1_1,1_I_1_1,1,0,2
1_T_2_4,1_I_1_1,1,0,2
1_N_2_83,1_I_1_1,1,0,2
1_T_3_26,1_I_1_1,1,0,2
1_N_3_90,1_I_1_1,1,0,2
1_T_4_1,1_I_1_1,1,0,2
1_N_4_88,1_I_1_1,1,0,2
1_T_5_1,1_I_1_1,1,0,2
1_N_5_90,1_I_1_1,1,0,2
1_T_6_4,1_I_1_1,1,0,2
1_N_6_88,1_I_1_1,1,0,2
1_T_7_4,1_I_1_1,1,0,2
1_N_7_86,1_I_1_1,1,0,2
1_T_8_4,1_I_1_1,1,0,2
1_N_8_88,1_I_1_1,1,0,2
1_T_9_4,1_I_1_1,1,0,2
1_N_9_90,1_I_1_1,1,0,2
1_T_10_4,1_I_1_1,1,0,2
1_N_10_91,1_I_1_1,1,0,2
1_T_11_4,1_I_1_1,1,0,2
1_N_11_93,1_I_1_1,1,0,2
1_T_12_4,1_I_1_1,1,0,2
1_N_12_90,1_I_1_1,1,0,2
1_T_13_4,1_I_1_1,1,0,2
1_N_13_91,1_I_1_1,1,0,2
1_T_14_2,1_I_1_1,1,0,2
1_N_14_90,1_I_1_1,1,0,2
1_T_15_1,1_I_1_1,1,0,2
1_N_15_88,1_I_1_1,1,0,2
1_T_16_1,1_I_1_1,1,0,2
1_N_16_90,1_I_1_1,1,0,2
1_T_17_8,1_I_1_1,1,0,2
1_N_17_88,1_I_1_1,1,0,2
1_T_18_8,1_I_1_1,1,0,2
1_N_18_86,1_I_1_1,1,0,2
1_T_19_8,1_I_1_1,1,0,2
1_N_19_84,1_I_1_1,1,0,2
1_T_20_4,1_I_1_1,1,0,2
1_N_20_1,1_I_1_1,1,0,2
1_T_21_4,1_I_1_1,1,0,2
1_N_21_59,1_I_1_1,1,0,2
1_T_22_4,1_I_1_1,1,0,2
1_N_22_63,1_I_1_1,1,0,2
1_T_23_4,1_I_1_1,1,0,2
1_N_23_66,1_I_1_1,1,0,2
1_T_24_4,1_I_1_1,1,0,2
1_N_24_71,1_I_1_1,1,0,2
1_T_25_4,1_I_1_1,1,0,2
1_N_25_75,1_I_1_1,1,0,2
1_T_26_4,1_I_1_1,1,0,2
1_N_26_78,1_I_1_1,1,0,2
2_T_1_4,1_I_1_1,1,0,2
2_N_1_1,1_I_1_1,1,0,2
2_T_2_4,1_I_1_1,1,0,2
2_N_2_59,1_I_1_1,1,0,2
2_T_3_26,1_I_1_1,1,0,2
2_N_3_66,1_I_1_1,1,0,2
2_T_4_1,1_I_1_1,1,0,2
